N_Percentile,Thr_Value,TN,FP,FN,TP,Sensitivity,Specificity,PPV,NPV,Recall,Accuracy,Site_Name
Top 56%,0.0214453536087804,4892,5495,203,990,0.829840737636211,0.470973332049678,0.1526599845798,0.960157016683023,0.829840737636211,0.507944732297064,University of Minnesota
Top 57%,0.020827250139883,4782,5605,197,996,0.834870075440067,0.460383171271782,0.150886229359188,0.960433822052621,0.834870075440067,0.498963730569948,University of Minnesota
Top 58%,0.0202179415510057,4682,5705,182,1011,0.847443419949707,0.450755752382786,0.150536033353186,0.962582236842105,0.847443419949707,0.491623488773748,University of Minnesota
Top 59%,0.0197258236698607,4573,5814,175,1018,0.853310980720872,0.440261865793781,0.149004683840749,0.963142375737152,0.853310980720872,0.482815198618307,University of Minnesota
Top 60%,0.0192105712616498,4465,5922,167,1026,0.860016764459346,0.429864253393665,0.147668393782383,0.963946459412781,0.860016764459346,0.474179620034542,University of Minnesota
Top 61%,0.0187212822590436,4355,6032,161,1032,0.865046102263202,0.41927409261577,0.146092865232163,0.964348981399469,0.865046102263202,0.465198618307427,University of Minnesota
Top 62%,0.0182401340017162,4247,6140,154,1039,0.870913663034367,0.408876480215654,0.144727677949575,0.965007952738014,0.870913663034367,0.456476683937824,University of Minnesota
Top 63%,0.0177302017260784,4137,6250,148,1045,0.875943000838223,0.398286319437759,0.143248800548321,0.965460910151692,0.875943000838223,0.447495682210708,University of Minnesota
Top 64%,0.0172409742058865,4029,6358,140,1053,0.882648784576697,0.387888707037643,0.1420860882472,0.966418805468937,0.882648784576697,0.438860103626943,University of Minnesota
Top 65%,0.0167327609759199,3920,6467,133,1060,0.888516345347863,0.377394820448638,0.140826358442939,0.967184801381693,0.888516345347863,0.430051813471503,University of Minnesota
Top 66%,0.0161262603435189,3811,6576,126,1067,0.894383906119028,0.366900933859632,0.139604867198744,0.967995935991872,0.894383906119028,0.421243523316062,University of Minnesota
Top 67%,0.0155542869416974,3709,6678,113,1080,0.905280804694049,0.357080966592856,0.139211136890951,0.970434327577185,0.905280804694049,0.413557858376511,University of Minnesota
Top 68%,0.0150663720573444,3601,6786,105,1088,0.911986588432523,0.346683354192741,0.138176276352553,0.971667566109012,0.911986588432523,0.404922279792746,University of Minnesota
Top 69%,0.0146466858792913,3490,6897,100,1093,0.91617770326907,0.335996919225956,0.136795994993742,0.972144846796657,0.91617770326907,0.395768566493955,University of Minnesota
Top 70%,0.01423386331377,3380,7007,94,1099,0.921207041072925,0.32540675844806,0.135578583765112,0.972941853770869,0.921207041072925,0.386787564766839,University of Minnesota
Top 71%,0.0137738373012575,3270,7117,88,1105,0.926236378876781,0.314816597670165,0.134395524203357,0.973793924955331,0.926236378876781,0.377806563039724,University of Minnesota
Top 72%,0.0132979781289367,3156,7231,87,1106,0.927074601844091,0.303841340136709,0.132661628883291,0.973172987974098,0.927074601844091,0.368048359240069,University of Minnesota
Top 73%,0.0128750472752687,3044,7343,83,1110,0.930427493713328,0.293058630981034,0.131314326274695,0.973456987527982,0.930427493713328,0.358721934369603,University of Minnesota
Top 74%,0.0124832249802808,2936,7451,75,1118,0.937133277451802,0.282661018580918,0.13047029991831,0.975091331783461,0.937133277451802,0.350086355785838,University of Minnesota
Top 75%,0.0120928683299116,2828,7559,67,1126,0.943839061190277,0.272263406180803,0.12964881980426,0.97685664939551,0.943839061190277,0.341450777202073,University of Minnesota
Top 76%,0.0116846491453185,2716,7671,63,1130,0.947191953059514,0.261480697025128,0.128394500624929,0.977329974811083,0.947191953059514,0.332124352331606,University of Minnesota
Top 77%,0.0112750347783025,2606,7781,58,1135,0.95138306789606,0.250890536247232,0.127299237326155,0.978228228228228,0.95138306789606,0.323056994818653,University of Minnesota
Top 78%,0.0109143245190454,2493,7894,55,1138,0.953897736797988,0.240011552902667,0.12599645704163,0.978414442700157,0.953897736797988,0.313557858376511,University of Minnesota
Top 79%,0.0105097160293751,2382,8005,50,1143,0.958088851634535,0.229325117935881,0.124945343244425,0.979440789473684,0.958088851634535,0.30440414507772,University of Minnesota
Top 80%,0.0101266039379574,2267,8120,49,1144,0.958927074601844,0.218253586213536,0.123488773747841,0.978842832469775,0.958927074601844,0.294559585492228,University of Minnesota
Top 81%,0.00977539381287588,2154,8233,47,1146,0.960603520536463,0.207374602868971,0.122187866510289,0.978646069968196,0.960603520536463,0.284974093264249,University of Minnesota
Top 82%,0.00939357950829633,2041,8346,44,1149,0.963118189438391,0.196495619524406,0.121011058451817,0.978896882494005,0.963118189438391,0.275474956822107,University of Minnesota
Top 83%,0.00907613157816512,1930,8457,39,1154,0.967309304274937,0.18580918455762,0.120070752263032,0.980192991366176,0.967309304274937,0.266321243523316,University of Minnesota
Top 84%,0.00872977208462352,1817,8570,36,1157,0.969823973176865,0.174930201213055,0.118947260203557,0.980572045331894,0.969823973176865,0.256822107081174,University of Minnesota
Top 85%,0.00843053008252521,1708,8679,29,1164,0.97569153394803,0.164436314624049,0.118256629076501,0.983304548071387,0.97569153394803,0.248013816925734,University of Minnesota
Top 86%,0.00806948676403087,1598,8789,24,1169,0.979882648784577,0.153846153846154,0.117393050813416,0.985203452527744,0.979882648784577,0.238946459412781,University of Minnesota
Top 87%,0.00771139590643501,1482,8905,24,1169,0.979882648784577,0.142678347934919,0.116041294421283,0.98406374501992,0.979882648784577,0.228929188255613,University of Minnesota
Top 88%,0.00739000350872353,1366,9021,24,1169,0.979882648784577,0.131510542023683,0.114720314033366,0.98273381294964,0.979882648784577,0.218911917098446,University of Minnesota
Top 89%,0.00704104906258285,1253,9134,21,1172,0.982397317686505,0.120631558679118,0.113720163011838,0.983516483516483,0.982397317686505,0.209412780656304,University of Minnesota
Top 90%,0.00675465618232902,1138,9249,20,1173,0.983235540653814,0.109560026956773,0.112550374208405,0.98272884283247,0.983235540653814,0.199568221070812,University of Minnesota
Top 91%,0.00639407949358411,1023,9364,20,1173,0.983235540653814,0.0984884952344277,0.111322008161716,0.980824544582934,0.983235540653814,0.189637305699482,University of Minnesota
Top 92%,0.00602794040990766,907,9480,20,1173,0.983235540653814,0.0873206893231925,0.110109828217404,0.978425026968716,0.983235540653814,0.179620034542314,University of Minnesota
Top 93%,0.00569618474706328,794,9593,17,1176,0.985750209555742,0.0764417059786271,0.109202340050144,0.979038224414303,0.985750209555742,0.170120898100173,University of Minnesota
Top 94%,0.00543134305053888,684,9703,11,1182,0.990779547359598,0.0658515452007317,0.108589802480478,0.984172661870504,0.990779547359598,0.161139896373057,University of Minnesota
Top 95%,0.00512160399552365,572,9815,7,1186,0.994132439228835,0.0550688360450563,0.107808381056268,0.987910189982729,0.994132439228835,0.151813471502591,University of Minnesota
Top 96%,0.00468141652019291,460,9927,4,1189,0.996647108130763,0.044286126889381,0.106962936308024,0.991379310344828,0.996647108130763,0.142400690846287,University of Minnesota
Top 97%,0.00421989912060516,345,10042,3,1190,0.997485331098072,0.0332145951670357,0.105947293447293,0.991379310344828,0.997485331098072,0.132556131260794,University of Minnesota
Top 98%,0.00381919806236809,232,10155,0,1193,1,0.0223356118224704,0.105128657032076,1,1,0.123056994818653,University of Minnesota
Top 99%,0.00317402077179373,116,10271,0,1193,1,0.0111678059112352,0.104064898813678,1,1,0.113039723661485,University of Minnesota
